Record_ID,Location_Name,Location_Type,Country,ISO2,ISO3,Region,Admin1_Name,Latitude,Longitude,Timezone,Population,Population_Source,Population_Bamwor,Population_SimpleMaps,Population_Starting_List,Population_Size_Class,Capital_Classification,Country_GDP_Per_Capita_USD,Country_GDP_PPP_USD,OpenStreetMap_URL,Wikipedia_Search_URL,Image_Research_URL,Primary_Source,Starting_List_Included
5269,Neftekamsk,City / administrative seat,Russia,RU,RUS,Central Asia,Bashkortostan Republic,56.088790,54.263830,Asia/Yekaterinburg,"133,874",Uploaded starting list,"126,805","126,805","133,874","100,000–249,999",Lower-order administrative capital,"41,700.00","6,089,000,000,000.00",https://www.openstreetmap.org/?mlat=56.088790&mlon=54.263830#map=10/56.088790/54.263830,https://en.wikipedia.org/w/index.php?search=Neftekamsk%2C+Russia,https://commons.wikimedia.org/w/index.php?search=Neftekamsk%2C+Russia&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,TRUE
5270,Mauldin,City / populated place,United States,US,USA,Americas,South Carolina,34.784900,-82.300500,America/New_York,"133,872",SimpleMaps,,"133,872",,"100,000–249,999",Not classified as capital,"75,500.00","25,676,000,000,000.00",https://www.openstreetmap.org/?mlat=34.784900&mlon=-82.300500#map=10/34.784900/-82.300500,https://en.wikipedia.org/w/index.php?search=Mauldin%2C+United+States,https://commons.wikimedia.org/w/index.php?search=Mauldin%2C+United+States&title=Special:MediaSearch&type=image,SimpleMaps world-cities community mirror,FALSE
5271,Tabaco,City / administrative seat,Philippines,PH,PHL,Asia,Albay,13.350000,123.733300,Asia/Manila,"133,868",SimpleMaps,,"133,868",,"100,000–249,999",Lower-order administrative capital,"10,400.00","1,202,000,000,000.00",https://www.openstreetmap.org/?mlat=13.350000&mlon=123.733300#map=10/13.350000/123.733300,https://en.wikipedia.org/w/index.php?search=Tabaco%2C+Philippines,https://commons.wikimedia.org/w/index.php?search=Tabaco%2C+Philippines&title=Special:MediaSearch&type=image,SimpleMaps world-cities community mirror,FALSE
5272,Jiawang,City / administrative seat,China,CN,CHN,East and Southeast Asia,Jiangsu,34.432780,117.441940,Asia/Shanghai,"133,861",Bamwor,"133,861",,,"100,000–249,999",Lower-order administrative capital,"23,800.00","33,598,000,000,000.00",https://www.openstreetmap.org/?mlat=34.432780&mlon=117.441940#map=10/34.432780/117.441940,https://en.wikipedia.org/w/index.php?search=Jiawang%2C+China,https://commons.wikimedia.org/w/index.php?search=Jiawang%2C+China&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5273,Bloomington,City / administrative seat,United States,US,USA,Americas,Illinois,40.475700,-88.970300,America/Chicago,"133,846",SimpleMaps,,"133,846",,"100,000–249,999",Lower-order administrative capital,"75,500.00","25,676,000,000,000.00",https://www.openstreetmap.org/?mlat=40.475700&mlon=-88.970300#map=10/40.475700/-88.970300,https://en.wikipedia.org/w/index.php?search=Bloomington%2C+United+States,https://commons.wikimedia.org/w/index.php?search=Bloomington%2C+United+States&title=Special:MediaSearch&type=image,SimpleMaps world-cities community mirror,FALSE
5274,Bern,City / administrative seat,Switzerland,CH,CHE,Europe,Bern,46.948090,7.447440,Europe/Zurich,"133,798",SimpleMaps,"121,631","133,798",,"100,000–249,999",National capital,"82,000.00","741,035,000,000.00",https://www.openstreetmap.org/?mlat=46.948090&mlon=7.447440#map=10/46.948090/7.447440,https://en.wikipedia.org/w/index.php?search=Bern%2C+Switzerland,https://commons.wikimedia.org/w/index.php?search=Bern%2C+Switzerland&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5275,Idf?,City / populated place,Egypt,EG,EGY,Africa,Asw?n,24.978100,32.878900,Africa/Cairo,"133,772",SimpleMaps,,"133,772",,"100,000–249,999",Not classified as capital,"16,800.00","1,958,000,000,000.00",https://www.openstreetmap.org/?mlat=24.978100&mlon=32.878900#map=10/24.978100/32.878900,https://en.wikipedia.org/w/index.php?search=Idf%C5%AB%2C+Egypt,https://commons.wikimedia.org/w/index.php?search=Idf%C5%AB%2C+Egypt&title=Special:MediaSearch&type=image,SimpleMaps world-cities community mirror,FALSE
5276,Coral Springs,City / populated place,United States,US,USA,North America,Florida,26.271190,-80.270600,America/New_York,"133,759",SimpleMaps,"129,485","133,759",,"100,000–249,999",Not classified as capital,"75,500.00","25,676,000,000,000.00",https://www.openstreetmap.org/?mlat=26.271190&mlon=-80.270600#map=10/26.271190/-80.270600,https://en.wikipedia.org/w/index.php?search=Coral+Springs%2C+United+States,https://commons.wikimedia.org/w/index.php?search=Coral+Springs%2C+United+States&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5277,Serpukhov,City / administrative seat,Russia,RU,RUS,Central Asia,Moscow Oblast,54.919800,37.416180,Europe/Moscow,"133,756",Uploaded starting list,"128,158","125,817","133,756","100,000–249,999",Lower-order administrative capital,"41,700.00","6,089,000,000,000.00",https://www.openstreetmap.org/?mlat=54.919800&mlon=37.416180#map=10/54.919800/37.416180,https://en.wikipedia.org/w/index.php?search=Serpukhov%2C+Russia,https://commons.wikimedia.org/w/index.php?search=Serpukhov%2C+Russia&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,TRUE
5278,Patan,City / populated place,India,IN,IND,South Asia,Gujarat,23.850700,72.129630,Asia/Kolkata,"133,737",Bamwor,"133,737",,,"100,000–249,999",Not classified as capital,"9,800.00","14,244,000,000,000.00",https://www.openstreetmap.org/?mlat=23.850700&mlon=72.129630#map=10/23.850700/72.129630,https://en.wikipedia.org/w/index.php?search=Patan%2C+India,https://commons.wikimedia.org/w/index.php?search=Patan%2C+India&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5279,Wuerzburg,City / administrative seat,Germany,DE,DEU,Europe,Bavaria,49.793910,9.951210,Europe/Berlin,"133,731",Bamwor,"133,731","127,880",,"100,000–249,999",Lower-order administrative capital,"62,800.00","5,247,000,000,000.00",https://www.openstreetmap.org/?mlat=49.793910&mlon=9.951210#map=10/49.793910/9.951210,https://en.wikipedia.org/w/index.php?search=Wuerzburg%2C+Germany,https://commons.wikimedia.org/w/index.php?search=Wuerzburg%2C+Germany&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5280,Randfontein,City / administrative seat,South Africa,ZA,ZAF,Africa,Gauteng,-26.184400,27.702030,Africa/Johannesburg,"133,654",Bamwor,"133,654",,,"100,000–249,999",Lower-order administrative capital,"13,600.00","870,420,000,000.00",https://www.openstreetmap.org/?mlat=-26.184400&mlon=27.702030#map=10/-26.184400/27.702030,https://en.wikipedia.org/w/index.php?search=Randfontein%2C+South+Africa,https://commons.wikimedia.org/w/index.php?search=Randfontein%2C+South+Africa&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5281,Pervouralsk,City / populated place,Russia,RU,RUS,Central Asia,Sverdlovsk Oblast,56.905280,59.943610,Asia/Yekaterinburg,"133,600",Bamwor,"133,600","124,447","110,999","100,000–249,999",Lower-order administrative capital,"41,700.00","6,089,000,000,000.00",https://www.openstreetmap.org/?mlat=56.905280&mlon=59.943610#map=10/56.905280/59.943610,https://en.wikipedia.org/w/index.php?search=Pervouralsk%2C+Russia,https://commons.wikimedia.org/w/index.php?search=Pervouralsk%2C+Russia&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,TRUE
5282,Gonda City,City / populated place,India,IN,IND,South Asia,Uttar Pradesh,27.131810,81.953320,Asia/Kolkata,"133,583",Bamwor,"133,583",,,"100,000–249,999",Not classified as capital,"9,800.00","14,244,000,000,000.00",https://www.openstreetmap.org/?mlat=27.131810&mlon=81.953320#map=10/27.131810/81.953320,https://en.wikipedia.org/w/index.php?search=Gonda+City%2C+India,https://commons.wikimedia.org/w/index.php?search=Gonda+City%2C+India&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5283,Yunxian Chengguanzhen,City / administrative seat,China,CN,CHN,Asia,Hubei,32.808200,110.813600,Asia/Shanghai,"133,558",SimpleMaps,,"133,558",,"100,000–249,999",Lower-order administrative capital,"23,800.00","33,598,000,000,000.00",https://www.openstreetmap.org/?mlat=32.808200&mlon=110.813600#map=10/32.808200/110.813600,https://en.wikipedia.org/w/index.php?search=Yunxian+Chengguanzhen%2C+China,https://commons.wikimedia.org/w/index.php?search=Yunxian+Chengguanzhen%2C+China&title=Special:MediaSearch&type=image,SimpleMaps world-cities community mirror,FALSE
5284,Madinat Hamad,City / populated place,Bahrain,BH,BHR,Middle East,Northern,26.115280,50.506940,Asia/Bahrain,"133,550",Bamwor,"133,550",,,"100,000–249,999",Not classified as capital,"59,100.00","93,937,000,000.00",https://www.openstreetmap.org/?mlat=26.115280&mlon=50.506940#map=10/26.115280/50.506940,https://en.wikipedia.org/w/index.php?search=Madinat+Hamad%2C+Bahrain,https://commons.wikimedia.org/w/index.php?search=Madinat+Hamad%2C+Bahrain&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5285,Sinnuris,City / populated place,Egypt,EG,EGY,Africa,Faiyum,29.413450,30.865790,Africa/Cairo,"133,532",Bamwor,"133,532",,,"100,000–249,999",Not classified as capital,"16,800.00","1,958,000,000,000.00",https://www.openstreetmap.org/?mlat=29.413450&mlon=30.865790#map=10/29.413450/30.865790,https://en.wikipedia.org/w/index.php?search=Sinnuris%2C+Egypt,https://commons.wikimedia.org/w/index.php?search=Sinnuris%2C+Egypt&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5286,Milagro,City / administrative seat,Ecuador,EC,ECU,South America,Guayas,-2.133960,-79.593370,America/Guayaquil,"133,508",SimpleMaps,"133,508","133,508",,"100,000–249,999",Lower-order administrative capital,"13,900.00","252,728,000,000.00",https://www.openstreetmap.org/?mlat=-2.133960&mlon=-79.593370#map=10/-2.133960/-79.593370,https://en.wikipedia.org/w/index.php?search=Milagro%2C+Ecuador,https://commons.wikimedia.org/w/index.php?search=Milagro%2C+Ecuador&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5287,Arayat,City / administrative seat,Philippines,PH,PHL,Asia,Pampanga,15.149300,120.769200,Asia/Manila,"133,492",SimpleMaps,,"133,492",,"100,000–249,999",Lower-order administrative capital,"10,400.00","1,202,000,000,000.00",https://www.openstreetmap.org/?mlat=15.149300&mlon=120.769200#map=10/15.149300/120.769200,https://en.wikipedia.org/w/index.php?search=Arayat%2C+Philippines,https://commons.wikimedia.org/w/index.php?search=Arayat%2C+Philippines&title=Special:MediaSearch&type=image,SimpleMaps world-cities community mirror,FALSE
5288,Hastings,City / populated place,United Kingdom,GB,GBR,Europe,England,50.855680,0.580090,Europe/London,"133,422",Bamwor,"133,422",,,"100,000–249,999",Not classified as capital,"52,500.00","3,636,000,000,000.00",https://www.openstreetmap.org/?mlat=50.855680&mlon=0.580090#map=10/50.855680/0.580090,https://en.wikipedia.org/w/index.php?search=Hastings%2C+United+Kingdom,https://commons.wikimedia.org/w/index.php?search=Hastings%2C+United+Kingdom&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5289,Olmaliq,City / populated place,Uzbekistan,UZ,UZB,Central Asia,Tashkent Region,40.844720,69.598330,Asia/Tashkent,"133,400",Bamwor,"133,400","112,078",,"100,000–249,999",Not classified as capital,"10,500.00","379,989,000,000.00",https://www.openstreetmap.org/?mlat=40.844720&mlon=69.598330#map=10/40.844720/69.598330,https://en.wikipedia.org/w/index.php?search=Olmaliq%2C+Uzbekistan,https://commons.wikimedia.org/w/index.php?search=Olmaliq%2C+Uzbekistan&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5290,Round Rock,City / populated place,United States,US,USA,North America,Texas,30.508260,-97.678900,America/Chicago,"133,372",SimpleMaps,"115,997","133,372",,"100,000–249,999",Not classified as capital,"75,500.00","25,676,000,000,000.00",https://www.openstreetmap.org/?mlat=30.508260&mlon=-97.678900#map=10/30.508260/-97.678900,https://en.wikipedia.org/w/index.php?search=Round+Rock%2C+United+States,https://commons.wikimedia.org/w/index.php?search=Round+Rock%2C+United+States&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5291,Okrika,City / administrative seat,Nigeria,NG,NGA,Africa,Rivers State,4.742150,7.083680,Africa/Lagos,"133,271",Bamwor,"133,271",,,"100,000–249,999",Lower-order administrative capital,"5,700.00","1,318,000,000,000.00",https://www.openstreetmap.org/?mlat=4.742150&mlon=7.083680#map=10/4.742150/7.083680,https://en.wikipedia.org/w/index.php?search=Okrika%2C+Nigeria,https://commons.wikimedia.org/w/index.php?search=Okrika%2C+Nigeria&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5292,Santa Cruz do Sul,City / populated place,Brazil,BR,BRA,South America,Rio Grande do Sul,-29.717500,-52.425830,America/Sao_Paulo,"133,230",Bamwor,"133,230","131,365",,"100,000–249,999",Not classified as capital,"19,600.00","4,165,000,000,000.00",https://www.openstreetmap.org/?mlat=-29.717500&mlon=-52.425830#map=10/-29.717500/-52.425830,https://en.wikipedia.org/w/index.php?search=Santa+Cruz+do+Sul%2C+Brazil,https://commons.wikimedia.org/w/index.php?search=Santa+Cruz+do+Sul%2C+Brazil&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5293,High Wycombe,City / populated place,United Kingdom,GB,GBR,Europe,England,51.629070,-0.749340,Europe/London,"133,204",Bamwor,"133,204","125,257",,"100,000–249,999",Not classified as capital,"52,500.00","3,636,000,000,000.00",https://www.openstreetmap.org/?mlat=51.629070&mlon=-0.749340#map=10/51.629070/-0.749340,https://en.wikipedia.org/w/index.php?search=High+Wycombe%2C+United+Kingdom,https://commons.wikimedia.org/w/index.php?search=High+Wycombe%2C+United+Kingdom&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5294,Yakima,City / administrative seat,United States,US,USA,Americas,Washington,46.592300,-120.549600,America/Los_Angeles,"133,191",SimpleMaps,,"133,191",,"100,000–249,999",Lower-order administrative capital,"75,500.00","25,676,000,000,000.00",https://www.openstreetmap.org/?mlat=46.592300&mlon=-120.549600#map=10/46.592300/-120.549600,https://en.wikipedia.org/w/index.php?search=Yakima%2C+United+States,https://commons.wikimedia.org/w/index.php?search=Yakima%2C+United+States&title=Special:MediaSearch&type=image,SimpleMaps world-cities community mirror,FALSE
5295,Gao,City / administrative seat,Mali,ML,MLI,Africa,Gao,16.271670,-0.044720,Africa/Bamako,"133,110",Bamwor,"133,110",,,"100,000–249,999",First-order administrative capital,"2,900.00","71,253,000,000.00",https://www.openstreetmap.org/?mlat=16.271670&mlon=-0.044720#map=10/16.271670/-0.044720,https://en.wikipedia.org/w/index.php?search=Gao%2C+Mali,https://commons.wikimedia.org/w/index.php?search=Gao%2C+Mali&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5296,Dhaulpur,City / populated place,India,IN,IND,South Asia,Rajasthan,26.692860,77.879680,Asia/Kolkata,"133,075",Bamwor,"133,075",,,"100,000–249,999",Not classified as capital,"9,800.00","14,244,000,000,000.00",https://www.openstreetmap.org/?mlat=26.692860&mlon=77.879680#map=10/26.692860/77.879680,https://en.wikipedia.org/w/index.php?search=Dhaulpur%2C+India,https://commons.wikimedia.org/w/index.php?search=Dhaulpur%2C+India&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5297,Boulogne-sur-Mer,City / administrative seat,France,FR,FRA,Europe,Hauts-de-France,50.726400,1.614700,Europe/Paris,"133,062",SimpleMaps,,"133,062",,"100,000–249,999",Lower-order administrative capital,"54,500.00","3,732,000,000,000.00",https://www.openstreetmap.org/?mlat=50.726400&mlon=1.614700#map=10/50.726400/1.614700,https://en.wikipedia.org/w/index.php?search=Boulogne-sur-Mer%2C+France,https://commons.wikimedia.org/w/index.php?search=Boulogne-sur-Mer%2C+France&title=Special:MediaSearch&type=image,SimpleMaps world-cities community mirror,FALSE
5298,Tarime,City / populated place,Tanzania,TZ,TZA,Africa,Mara,-1.350000,34.366670,Africa/Dar_es_Salaam,"133,043",Bamwor,"133,043",,,"100,000–249,999",Not classified as capital,"3,700.00","246,706,000,000.00",https://www.openstreetmap.org/?mlat=-1.350000&mlon=34.366670#map=10/-1.350000/34.366670,https://en.wikipedia.org/w/index.php?search=Tarime%2C+Tanzania,https://commons.wikimedia.org/w/index.php?search=Tarime%2C+Tanzania&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5299,Male,City / administrative seat,Maldives,MV,MDV,South Asia,Kaafu Atoll,4.175210,73.509160,Indian/Maldives,"133,019",SimpleMaps,"103,693","133,019",,"100,000–249,999",National capital,"23,400.00","12,325,000,000.00",https://www.openstreetmap.org/?mlat=4.175210&mlon=73.509160#map=10/4.175210/73.509160,https://en.wikipedia.org/w/index.php?search=Male%2C+Maldives,https://commons.wikimedia.org/w/index.php?search=Male%2C+Maldives&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5300,Kentron,City section / populated-place subdivision,Armenia,AM,ARM,Middle East,Yerevan,40.178060,44.513030,Asia/Yerevan,"133,000",Bamwor,"133,000",,,"100,000–249,999",Not classified as capital,"20,100.00","60,909,000,000.00",https://www.openstreetmap.org/?mlat=40.178060&mlon=44.513030#map=10/40.178060/44.513030,https://en.wikipedia.org/w/index.php?search=Kentron%2C+Armenia,https://commons.wikimedia.org/w/index.php?search=Kentron%2C+Armenia&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5301,Milton,City / administrative seat,Canada,CA,CAN,North America,Ontario,43.516810,-79.882940,America/Toronto,"132,979",Bamwor,"132,979","110,128",,"100,000–249,999",Lower-order administrative capital,"56,700.00","2,341,000,000,000.00",https://www.openstreetmap.org/?mlat=43.516810&mlon=-79.882940#map=10/43.516810/-79.882940,https://en.wikipedia.org/w/index.php?search=Milton%2C+Canada,https://commons.wikimedia.org/w/index.php?search=Milton%2C+Canada&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5302,Narita,City / administrative seat,Japan,JP,JPN,East and Southeast Asia,Chiba,35.783330,140.316670,Asia/Tokyo,"132,906",Bamwor,"132,906","130,689",,"100,000–249,999",Lower-order administrative capital,"46,100.00","5,715,000,000,000.00",https://www.openstreetmap.org/?mlat=35.783330&mlon=140.316670#map=10/35.783330/140.316670,https://en.wikipedia.org/w/index.php?search=Narita%2C+Japan,https://commons.wikimedia.org/w/index.php?search=Narita%2C+Japan&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5303,Franceville,City / administrative seat,Gabon,GA,GAB,Africa,Haut-Ogooué,-1.633330,13.583570,Africa/Libreville,"132,895",Bamwor,"132,895",,,"100,000–249,999",First-order administrative capital,"18,900.00","48,045,000,000.00",https://www.openstreetmap.org/?mlat=-1.633330&mlon=13.583570#map=10/-1.633330/13.583570,https://en.wikipedia.org/w/index.php?search=Franceville%2C+Gabon,https://commons.wikimedia.org/w/index.php?search=Franceville%2C+Gabon&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5304,Tondabayashicho,City / administrative seat,Japan,JP,JPN,East and Southeast Asia,Osaka,34.500650,135.602110,Asia/Tokyo,"132,873",Bamwor,"132,873","108,735",,"100,000–249,999",Lower-order administrative capital,"46,100.00","5,715,000,000,000.00",https://www.openstreetmap.org/?mlat=34.500650&mlon=135.602110#map=10/34.500650/135.602110,https://en.wikipedia.org/w/index.php?search=Tondabayashicho%2C+Japan,https://commons.wikimedia.org/w/index.php?search=Tondabayashicho%2C+Japan&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5305,Sandacho,City / populated place,Japan,JP,JPN,East and Southeast Asia,Hy?go,34.884440,135.226940,Asia/Tokyo,"132,858",Bamwor,"132,858","109,243",,"100,000–249,999",Not classified as capital,"46,100.00","5,715,000,000,000.00",https://www.openstreetmap.org/?mlat=34.884440&mlon=135.226940#map=10/34.884440/135.226940,https://en.wikipedia.org/w/index.php?search=Sandacho%2C+Japan,https://commons.wikimedia.org/w/index.php?search=Sandacho%2C+Japan&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5306,Miandoab,City / administrative seat,Iran,IR,IRN,Middle East,West Azerbaijan,36.966670,46.109610,Asia/Tehran,"132,819",Bamwor,"132,819",,,"100,000–249,999",Lower-order administrative capital,"16,200.00","1,486,000,000,000.00",https://www.openstreetmap.org/?mlat=36.966670&mlon=46.109610#map=10/36.966670/46.109610,https://en.wikipedia.org/w/index.php?search=Miandoab%2C+Iran,https://commons.wikimedia.org/w/index.php?search=Miandoab%2C+Iran&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5307,Zhangmu Touwei,City / urban area (source-defined),China,CN,CHN,Asia,Guangdong,22.907800,114.060300,,"132,816",SimpleMaps,,"132,816",,"100,000–249,999",Not classified as capital,"23,800.00","33,598,000,000,000.00",https://www.openstreetmap.org/?mlat=22.907800&mlon=114.060300#map=10/22.907800/114.060300,https://en.wikipedia.org/w/index.php?search=Zhangmu+Touwei%2C+China,https://commons.wikimedia.org/w/index.php?search=Zhangmu+Touwei%2C+China&title=Special:MediaSearch&type=image,SimpleMaps world-cities community mirror,FALSE
5308,Gondia,City / populated place,India,IN,IND,South Asia,Maharashtra,21.460260,80.192050,Asia/Kolkata,"132,813",Bamwor,"132,813",,,"100,000–249,999",Not classified as capital,"9,800.00","14,244,000,000,000.00",https://www.openstreetmap.org/?mlat=21.460260&mlon=80.192050#map=10/21.460260/80.192050,https://en.wikipedia.org/w/index.php?search=Gondia%2C+India,https://commons.wikimedia.org/w/index.php?search=Gondia%2C+India&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5309,Kislovodsk,City / administrative seat,Russia,RU,RUS,Central Asia,Stavropol Kray,43.913330,42.720830,Europe/Moscow,"132,771",Bamwor,"132,771","128,779","125,931","100,000–249,999",Lower-order administrative capital,"41,700.00","6,089,000,000,000.00",https://www.openstreetmap.org/?mlat=43.913330&mlon=42.720830#map=10/43.913330/42.720830,https://en.wikipedia.org/w/index.php?search=Kislovodsk%2C+Russia,https://commons.wikimedia.org/w/index.php?search=Kislovodsk%2C+Russia&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,TRUE
5310,Kyauktan,City / populated place,Myanmar,MM,MMR,East and Southeast Asia,Yangon,16.637360,96.325120,Asia/Yangon,"132,765",Bamwor,"132,765",,,"100,000–249,999",Not classified as capital,"5,300.00","287,559,000,000.00",https://www.openstreetmap.org/?mlat=16.637360&mlon=96.325120#map=10/16.637360/96.325120,https://en.wikipedia.org/w/index.php?search=Kyauktan%2C+Myanmar,https://commons.wikimedia.org/w/index.php?search=Kyauktan%2C+Myanmar&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5311,Schaerbeek,City / populated place,Belgium,BE,BEL,Europe,Brussels Capital,50.869350,4.377370,Europe/Brussels,"132,761",Bamwor,"132,761",,,"100,000–249,999",Not classified as capital,"63,100.00","749,229,000,000.00",https://www.openstreetmap.org/?mlat=50.869350&mlon=4.377370#map=10/50.869350/4.377370,https://en.wikipedia.org/w/index.php?search=Schaerbeek%2C+Belgium,https://commons.wikimedia.org/w/index.php?search=Schaerbeek%2C+Belgium&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5312,Hoofddorp,City / populated place,Netherlands,NL,NLD,Europe,North Holland,52.302500,4.688890,Europe/Amsterdam,"132,734",Bamwor,"132,734",,,"100,000–249,999",Not classified as capital,"70,900.00","1,276,000,000,000.00",https://www.openstreetmap.org/?mlat=52.302500&mlon=4.688890#map=10/52.302500/4.688890,https://en.wikipedia.org/w/index.php?search=Hoofddorp%2C+Netherlands,https://commons.wikimedia.org/w/index.php?search=Hoofddorp%2C+Netherlands&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5313,Machiques,City / administrative seat,Venezuela,VE,VEN,South America,Zulia,10.060770,-72.552120,America/Caracas,"132,734",Bamwor,"132,734","122,734",,"100,000–249,999",Lower-order administrative capital,"4,900.00","110,943,000,000.00",https://www.openstreetmap.org/?mlat=10.060770&mlon=-72.552120#map=10/10.060770/-72.552120,https://en.wikipedia.org/w/index.php?search=Machiques%2C+Venezuela,https://commons.wikimedia.org/w/index.php?search=Machiques%2C+Venezuela&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5314,Palakkad,City / populated place,India,IN,IND,South Asia,Kerala,10.773190,76.653660,Asia/Kolkata,"132,728",Bamwor,"132,728","130,955",,"100,000–249,999",Not classified as capital,"9,800.00","14,244,000,000,000.00",https://www.openstreetmap.org/?mlat=10.773190&mlon=76.653660#map=10/10.773190/76.653660,https://en.wikipedia.org/w/index.php?search=Palakkad%2C+India,https://commons.wikimedia.org/w/index.php?search=Palakkad%2C+India&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5315,Langley,City / populated place,Canada,CA,CAN,North America,British Columbia,49.101070,-122.658830,America/Vancouver,"132,603",Bamwor,"132,603","117,285",,"100,000–249,999",Not classified as capital,"56,700.00","2,341,000,000,000.00",https://www.openstreetmap.org/?mlat=49.101070&mlon=-122.658830#map=10/49.101070/-122.658830,https://en.wikipedia.org/w/index.php?search=Langley%2C+Canada,https://commons.wikimedia.org/w/index.php?search=Langley%2C+Canada&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5316,San Carlos,City / urban area (source-defined),Philippines,PH,PHL,Asia,Negros Occidental,10.492900,123.409500,,"132,536",SimpleMaps,,"132,536",,"100,000–249,999",Not classified as capital,"10,400.00","1,202,000,000,000.00",https://www.openstreetmap.org/?mlat=10.492900&mlon=123.409500#map=10/10.492900/123.409500,https://en.wikipedia.org/w/index.php?search=San+Carlos%2C+Philippines,https://commons.wikimedia.org/w/index.php?search=San+Carlos%2C+Philippines&title=Special:MediaSearch&type=image,SimpleMaps world-cities community mirror,FALSE
5317,Ödemi?,City / administrative seat,Türkiye,TR,TUR,Asia,?zmir,38.231100,27.971900,Europe/Istanbul,"132,511",SimpleMaps,,"132,511",,"100,000–249,999",Lower-order administrative capital,"35,300.00","3,018,000,000,000.00",https://www.openstreetmap.org/?mlat=38.231100&mlon=27.971900#map=10/38.231100/27.971900,https://en.wikipedia.org/w/index.php?search=%C3%96demi%C5%9F%2C+T%C3%BCrkiye,https://commons.wikimedia.org/w/index.php?search=%C3%96demi%C5%9F%2C+T%C3%BCrkiye&title=Special:MediaSearch&type=image,SimpleMaps world-cities community mirror,FALSE
5318,Fujinomiya,City / administrative seat,Japan,JP,JPN,East and Southeast Asia,Shizuoka,35.216670,138.616670,Asia/Tokyo,"132,507",Bamwor,"132,507","127,252",,"100,000–249,999",Lower-order administrative capital,"46,100.00","5,715,000,000,000.00",https://www.openstreetmap.org/?mlat=35.216670&mlon=138.616670#map=10/35.216670/138.616670,https://en.wikipedia.org/w/index.php?search=Fujinomiya%2C+Japan,https://commons.wikimedia.org/w/index.php?search=Fujinomiya%2C+Japan&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5319,Mingala Tangnyunt,City / populated place,Myanmar,MM,MMR,East and Southeast Asia,Yangon,16.788550,96.172340,Asia/Yangon,"132,494",Bamwor,"132,494",,,"100,000–249,999",Not classified as capital,"5,300.00","287,559,000,000.00",https://www.openstreetmap.org/?mlat=16.788550&mlon=96.172340#map=10/16.788550/96.172340,https://en.wikipedia.org/w/index.php?search=Mingala+Tangnyunt%2C+Myanmar,https://commons.wikimedia.org/w/index.php?search=Mingala+Tangnyunt%2C+Myanmar&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
